height_m,volts,inH20,pa,mps
0.0302895,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.030607,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.0309245,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.031242,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.0315595,0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.031877,0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.0321945,0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.032512,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.0328295,0.032,0.258536177394342,64.2768357656284,10.2441091695948
0.033147,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.0334645,0.031,0.255516876702332,63.5261822336418,10.1841158620501
0.033782,0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.0340995,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.034417,0.031,0.255516876702332,63.5261822336418,10.1841158620501
