height_m,volts,inH20,pa,mps
0.0004445,-0.028,0.0773781358737441,19.2376238464334,5.60431668123463
0.000762,-0.022,0.0954939400258039,23.7415450383529,6.22588999140412
0.0010795,-0.017,0.110590443485854,27.4948126982858,6.69996194911959
0.001397,-0.014,0.119648345561884,29.7467732942456,6.96894256543996
0.0017145,-0.009,0.134744849021933,33.5000409541785,7.39553543801835
0.002032,-0.008,0.137764149713943,34.2506944861651,7.47793428708104
0.0023495,-0.007,0.140783450405953,35.0013480181517,7.55943503106013
0.002667,-0.002,0.155879953866003,38.7546156780846,7.95442279008373
0.0029845,0,0.161918555250023,40.2559227420577,8.10703123820534
0.003302,-0.001,0.158899254558013,39.5052692100712,8.03108950954478
0.0036195,0.001,0.164937855942033,41.0065762740443,8.18226816256678
0.003937,0.002,0.167957156634043,41.7572298060309,8.25681954938285
0.0042545,0.003,0.170976457326053,42.5078833380175,8.33070380328023
0.004572,0.004,0.173995758018063,43.2585368700041,8.40393851981942
0.0048895,0.008,0.186072960786103,46.2611509979504,8.69070824458928
0.005207,0.011,0.195130862862133,48.5131115939102,8.89972359982728
0.0055245,0.013,0.201169464246152,50.0144186578833,9.03638167228213
0.005842,0.01,0.192111562170123,47.7624580619236,8.83060152913751
0.0061595,0.011,0.195130862862133,48.5131115939102,8.89972359982728
0.006477,0.012,0.198150163554142,49.2637651258967,8.96831293723851
0.0067945,0.014,0.204188764938162,50.7650721898699,9.10394148235111
0.007112,0.016,0.210227366322182,52.2663792538431,9.23757890834536
0.0074295,0.015,0.207208065630172,51.5157257218565,9.17100361470816
0.007747,0.02,0.222304569090222,55.2689933817894,9.49921529577967
0.0080645,0.022,0.228343170474242,56.7703004457626,9.62736749113735
0.008382,0.022,0.228343170474242,56.7703004457626,9.62736749113735
0.0086995,0.021,0.225323869782232,56.019646913776,9.56350605282871
0.009017,0.028,0.246458974626302,61.2742216376821,10.001977081103
0.0093345,0.024,0.234381771858262,58.2716075097357,9.75383608552256
0.009652,0.026,0.240420373242282,59.7729145737089,9.87868574037436
0.0099695,0.025,0.237401072550272,59.0222610417223,9.81645940093264
0.010287,0.027,0.243439673934292,60.5235681056955,9.94052255889964
0.0106045,0.025,0.237401072550272,59.0222610417223,9.81645940093264
0.010922,0.027,0.243439673934292,60.5235681056955,9.94052255889964
0.0112395,0.026,0.240420373242282,59.7729145737089,9.87868574037436
0.011557,0.025,0.237401072550272,59.0222610417223,9.81645940093264
0.0118745,0.026,0.240420373242282,59.7729145737089,9.87868574037436
0.012192,0.026,0.240420373242282,59.7729145737089,9.87868574037436
0.0125095,0.027,0.243439673934292,60.5235681056955,9.94052255889964
0.012827,0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.0131445,0.027,0.243439673934292,60.5235681056955,9.94052255889964
0.013462,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.0137795,0.026,0.240420373242282,59.7729145737089,9.87868574037436
0.014097,0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.0144145,0.027,0.243439673934292,60.5235681056955,9.94052255889964
0.014732,0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.0150495,0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.015367,0.028,0.246458974626302,61.2742216376821,10.001977081103
0.0156845,0.028,0.246458974626302,61.2742216376821,10.001977081103
0.016002,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.0163195,0.028,0.246458974626302,61.2742216376821,10.001977081103
0.016637,0.028,0.246458974626302,61.2742216376821,10.001977081103
0.0169545,0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.017272,0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.0175895,0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.017907,0.032,0.258536177394342,64.2768357656284,10.2441091695948
0.0182245,0.031,0.255516876702332,63.5261822336418,10.1841158620501
0.018542,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.0188595,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.019177,0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.0194945,0.031,0.255516876702332,63.5261822336418,10.1841158620501
0.019812,0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.0201295,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.020447,0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.0207645,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.021082,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.0213995,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.021717,0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.0220345,0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.022352,0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.0226695,0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.022987,0.031,0.255516876702332,63.5261822336418,10.1841158620501
0.0233045,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.023622,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.0239395,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.024257,0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.0245745,0.031,0.255516876702332,63.5261822336418,10.1841158620501
0.024892,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.0252095,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.025527,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.0258445,0.031,0.255516876702332,63.5261822336418,10.1841158620501
0.026162,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.0264795,0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.026797,0.03,0.252497576010322,62.7755287016552,10.1237670412126
