volts,inH20,pa,mps
-0.024,0.089455338641784,22.2402379743798,6.02582713087857
-0.02,0.101532541409824,25.2428521023261,6.41972115896787
-0.011,0.128706247637913,31.9987338902053,7.22792022930189
-0.006,0.143802751097963,35.7520015501382,7.64006641173595
-0.003,0.152860653173993,38.003962146098,7.87700991090442
0.001,0.164937855942033,41.0065762740443,8.18226816256678
0.006,0.180034359402083,44.7598439339772,8.5485259676004
0.005,0.177015058710073,44.0091904019907,8.47654053442921
0.008,0.186072960786103,46.2611509979504,8.69070824458928
0.013,0.201169464246152,50.0144186578833,9.03638167228213
0.012,0.198150163554142,49.2637651258967,8.96831293723851
0.012,0.198150163554142,49.2637651258967,8.96831293723851
0.018,0.216265967706202,53.7676863178162,9.36931041548634
0.017,0.213246667014192,53.0170327858296,9.30367781443575
0.016,0.210227366322182,52.2663792538431,9.23757890834536
0.02,0.222304569090222,55.2689933817894,9.49921529577967
0.02,0.222304569090222,55.2689933817894,9.49921529577967
0.022,0.228343170474242,56.7703004457626,9.62736749113735
0.024,0.234381771858262,58.2716075097357,9.75383608552256
0.024,0.234381771858262,58.2716075097357,9.75383608552256
0.025,0.237401072550272,59.0222610417223,9.81645940093264
0.025,0.237401072550272,59.0222610417223,9.81645940093264
0.026,0.240420373242282,59.7729145737089,9.87868574037436
0.026,0.240420373242282,59.7729145737089,9.87868574037436
0.024,0.234381771858262,58.2716075097357,9.75383608552256
0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.028,0.246458974626302,61.2742216376821,10.001977081103
0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.031,0.255516876702332,63.5261822336418,10.1841158620501
0.028,0.246458974626302,61.2742216376821,10.001977081103
0.028,0.246458974626302,61.2742216376821,10.001977081103
0.028,0.246458974626302,61.2742216376821,10.001977081103
0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.029,0.249478275318312,62.0248751696686,10.0630563109736
0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.031,0.255516876702332,63.5261822336418,10.1841158620501
0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.031,0.255516876702332,63.5261822336418,10.1841158620501
0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.031,0.255516876702332,63.5261822336418,10.1841158620501
0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.03,0.252497576010322,62.7755287016552,10.1237670412126
0.031,0.255516876702332,63.5261822336418,10.1841158620501
